@relation 'datasets'

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'منورة كيف العادة',pos
'بارك الله فيك اشكرا جزيلا',pos
'كما يطالب المغاربة بمحاسبة الشفارة من المسؤولين',pos
'هل توصلتم بالإستدعاء عن طريق البريد ؟ لم يصلني أي شيء مع ان إسمي موجود في لائحة ،،',pos
'هل تم اخباركم عن طريق البريد اولا ام لا',pos
'اختي ليلى الله ينجحك و يسهل عليك كل ماصعاب قولي لي الموضوع العام لي عطاوكوم فمباراة المالية الله يرحم الوالدين هاهي نمرتي فالواتساب ',pos
'اين هي تنائج المفتشين لماذا هذا التاخير في الاعلان عليها رغم ان المبارات كانت في نفس اليوم',pos
'السلام عليكم ، الله يخليكم الي عندو شي معلومات على كيفاش كيتم الشفوي وعلى شنو كيسلوك يفيدنا الله يجازيكم بخير',pos
'والله العضيم لو كنت في مدينة الدار البيضاء وترشحت للبرلمان لكنت انا اول شخص اصوت عليك لاني لم اراك معاقا اراك بعيني سليم مثقف دو مستوى تستاهل منصب البرلمان',pos
'الخيار الوحيد هو القوة وفرض الامر الواقع...لاحظوا مافعلت اسبانيا بالكاطلان والعراق مع الاكراد ووو الى متى سنظل مكتوفي اليد وانتظار اعترافات وحلفاء؟؟؟الصحراء صحراء كل المغاربة قبل الملك والاحزاب.',pos
'و من يسكن الصحراء?اوليس الصحراويون المغاربة انفسهم لماذا تريد الجزائر والبوليزاريو حرمان الصحراويين من ثروات بلادهم?لعبتكم السياسية فاشلة بكل المقاييس فلن تنخروا ولو حبة رمل من المغرب الشريف ,فستركعون لاسيادكم عاجلا ام اجلا فالمغرب لم يخسر شيئا امامكم لانه في ارضه وعلى ارضه شئتم ام ابيتم (مات ليكم الحوت)',pos
'الاستفتاء هو الحل الوحيد لمعرفة هل الصحراويين هم مع البوليساريو او ضد .',pos
'المغرب في صحرائه الى ان يُنفخ في الصور. و هل المسيرة الخضراء ستذهب هباءا كلا و مليون كلا. فلو انتهت السبل الديبلوماسية يبقى الشعب المغربي و جيشه قادرين على حماية بلادنا. و اللي ما عجبوش الحال فليدهب الى تندوف او الزازاير، حيث الطوابير و الجوع و العطش.و من اراد السلم و الاستقرار مثل كاتب المقال فهو معزز مكرم بيننا.و الصحراء ليست عربية بل امازيغية مغربية الى ان يرث الله الارض و ما عليها.',pos
'لماذا لا يتم إدخال مثل هاد الأشخاص فالبرلمان المغربي ربما يكن وزير خارجية المغرب يوم ما،إبن المنطقة أدرى بشعابها،أصلاً البرلمان مملوء بناس لا يجيدون كتابة جملة مفيدة.شخص راجع من ويلات البوليزاريو،سيكون أكتر إقناع لبني جلدته.',pos
'لماذا لا يتم إدخال مثل هاد الأشخاص فالبرلمان المغربي ربما يكن وزير خارجية المغرب يوم ما،إبن المنطقة أدرى بشعابها،أصلاً البرلمان مملوء بناس لا يجيدون كتابة جملة مفيدة.شخص راجع من ويلات البوليزاريو،سيكون أكتر إقناع لبني جلدته.',pos
'عندما كان المغربي يجاهد لتحرير ارضه في الصحراء ماء العينين وفي الاطلس حمو الزياني وفي الريف الخطابي وفي الشمال الريسوني وغيرهم الكثير في باقي المناطق كان الجزائري يقدم النبيذ للفرنسي ولا يعرف معنة الشرف او الحرمة او العرض بعد المسرحية المفبركة نع فرنسا اصبح الجزائري وحده من قاوم الاستعمار واصبح المرتزق الموريتاني والتشادي يطالب بالصحراء المغربية انه البيترودولار الليبي والجزائري مع الدعم الاعلامي واللوجيستي المصري والسوري انظروا ما فعل الخليج بسوريا وهم ما كام سيحصل للمغاربة لولا بسالة المجاهدين المرابطين اسود الوغى قهروا الحركي ومرتزقته بامكانيات بسيطة فما بالكم اليوم وقد انقلبت الاية واصبح المغرب اقوى والعدو اضعف بكثير لم تبقى الا الضربة القاضية الضربة الساحقة الفتاكة باستقلال الجمهورية القبايلية الامازيغية الشقيقة عن الاحتلال الجزائري الذي فرضته عليهم فرنسا',pos
'البوليساريو لا يمتلون الصحراء والصحراوين. البوليساريو هم شردمة من الانفصاليين أصحاب فتنة يمتلون أنفسهم فقط. أما بالنسبة للصحراويين فهم مغاربة شاء من شاء و ابى من ابى',pos
'الاستفتاء دق مسمار نعشه كوفي عنان على مايربو عشرات السنوات لدى يجب نسيان هده الكلمة .',pos
'كلمة قالها* جلالة الملك *الصحراء مغربية وستبقى مغربية حتى يرث الله الأرض ومن عليها',pos
'لاتوجد في العالم شيء الممثل الشرعي والوحيد هناك صحراويون لا تمثلهم البولساريو كلنا نعرف ان هذا المشكل صنعته الجزائر فقبل الاحتلال الاسباني هل كانت هناك دولة تسمى الجمهورية الصحراوية ماذا كانت عملتها من الحكام الذين تناوبوا على حكمها ولكن لابد للجزائر ان تشرب من هذا الكأس الذي تشربه الان للمغرب',pos
'كفى من استعمال واستغلال الدين في السياسة من طرف المخزن٠ كلنا كنا نعلم ان صلاة الاستسقاء عبارة على تاحراميات حتى مع الخالق لتكليخ الشعب٠ الحمد لله أنها لم تمطر حجارة٠',pos
'مع تقديري لك. فعوض أن تحلم أن تكون برلمانيا و قد يتحقق ذلك أولا يتحقق أحلم أن تكون أفضل من ذلك مما يكسبك رضا الله وحب الناس و ليس سخط الله و كره الناس.',pos
'شكرا لكاتب القال اللذي هو من اهل الاختصاص',pos
'اتمنى ان ارى بلدي في المقدمة مادام لدينا خبراء محليين و ارادة ملكية لتشجيع الشباب. البتكوين قادم فلنستعد ومن بننضره ليسقط انما هو يحلم كما قال الكاتب سبق ان تمت محاولة منهه.',pos
'فماذا استفاد المغرب و المواطن المغربي من هاذه الخزعبلات التي تهدر فيها اموال بدوه فائدة و لو على المنطقة على اﻷقل. فكثيرا من الموريدون و خاصة المغاربة ينضمون الى هذا الفريق سوى لمصالحهم الشخصية و ذلك لما يعرف عن الوساطة التي تشتهر بها و خاصة مع السلطة. اما الوظائف التي تستغلها هذه العائلة و اﻹمتيازات من الدولة فحدث و لا حرج.',pos
'هذه الزاوية عبارة عن شركة وراثية تنتقل أبا عن جد و الأولى أن تنتقل الزعامة بالشورى إلى الأتقى فالأتقى. أما فيما يخص التقريب بين الشعوب فالإسلام يبتغي هذا منذ ظهوره و لا داعي لاستغلاله من طرف هذه الفئة المبتدعة.',pos
'بدع خرافات خزعبلات شركيات رقص شطيح أكل ثم يقولون هذا دين ويجدون الدعم عند وزراة الأوقاف وخاصة عند زعيمهم التوفيق. ....',pos
'أخزاهم الله، عن أي إسلام يتحدرون، خزعبلات يحطمون بها عقول الضعفاء، الله المستعان',pos
'كل هذه الزوايا أنشأت لتكليخ المغاربة و اعتناء الساهرين عليها وقد أصبح هؤلاء الشيوخ يعتبرون في نظر ومريديهم بمثابة أنبياء ،والزوايا والأضرحة ما هي الا بدع والإسلام بريء منها',pos
'و سوف يبدأ المعلقون مرة اخرى في السب و الشتم و اعتبار التصوف و الصوفية خزعبلات, كما سوف يذهب الكثير لتكفيرهم، و لما يحدث ما حدث في سناء من ارهاب و قتل ضد الصوفيين، تجدهم يتباكون و يستعملون التقية و يقولون هذا ارهاب لا علاقة له بالإسلام دين الرحمة و التسامح',pos
